pc_timestamp,mode,temperature,control_voltage,power_current,water_leak,sensor_status,sensor_update,fault_status,power_status,force_cmd1,force_cmd2,force_cmd3,force_cmd4,force_cmd5,force_cmd6,roll,pitch,yaw,angular_vel_x,angular_vel_y,angular_vel_z,linear_vel_x,linear_vel_y,linear_vel_z,longitude,latitude,depth_raw,depth_lpf,depth_ma,altitude,target_longitude,target_latitude,target_depth,target_roll,target_pitch,target_yaw,target_altitude,target_speed,utc_year,utc_month,utc_day,utc_hour,utc_minute,utc_second
1753802779.928490,4,2.62,20.20,2.99,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441387,0.190,0.202,0.207,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,42.0
1753802779.928976,4,2.62,20.20,2.99,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441387,0.195,0.200,0.202,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802779.929411,4,2.62,20.20,2.97,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441387,0.193,0.199,0.197,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802779.929932,4,2.62,20.20,2.97,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.172,0.193,0.188,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802779.930718,4,2.62,20.20,2.92,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.175,0.190,0.185,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802779.931384,4,2.62,20.20,2.89,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.178,0.187,0.182,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802779.932184,4,2.62,20.20,2.89,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.206,0.191,0.185,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802779.933027,4,2.62,20.20,2.86,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.207,0.194,0.188,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802780.046551,4,2.62,20.20,2.86,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.209,0.197,0.195,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,43.0
1753802780.161598,4,2.72,20.20,2.89,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.203,0.198,0.201,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,44.0
1753802780.281588,4,2.72,20.20,2.85,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.199,0.199,0.205,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,44.0
1753802780.401668,4,2.72,20.20,2.85,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.205,0.200,0.205,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,44.0
1753802780.521704,4,2.72,20.20,2.88,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.220,0.204,0.207,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,44.0
1753802780.646430,4,2.72,20.20,2.88,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.00,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.193,0.202,0.204,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,44.0
1753802780.761665,4,2.72,20.20,2.83,0,1000000,11100,000100000,-32765,0,0,0,0,0,0,-2.40,1.04,47.54,0.00,0.01,0.00,0.00,0.00,0.00,122.0896420,37.5441385,0.197,0.201,0.203,0.000,122.0896362,37.5441863,-0.166,0.00,57.29,-3.34,-0.000,620.36,25,7,4,2,56,44.0
